,tokens,BIO_str,BIO_nums,BIO_list
1556,"Конечно , немало и сомнений , и страхов с полными основаниями .",O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1557,"— Ваш коллектив не умеет торговать , вы не могли выполнить план продажи ...",O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1558,Что такое восемь лет не снимать на « Мосфильме » ?,O O O O O O O B-ORG I-ORG I-ORG O,"[10, 10, 10, 10, 10, 10, 10, 2, 3, 3, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']"
1559,"Помню не человека , не мальчика и юношу , но смутный облик чего-то важного в моей пятнадцатилетней душе .",O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1560,Я все себя стесняюсь .,O O O O O,"[10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O']"
1561,"Писали « пулю » до 12 ночи < com id = "" 15550609651431 "" / > .",O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1562,"То есть мы взрослеем неравномерно , скачками .",O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1563,"Назад долетели без приключений , быстро , все посадки удались , сэкономили 4,5 т топлива , и в восемь утра я , дернув коньячку , уже был в постели и проспал до 14 часов .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1564,Он часто мне поддается .,O O O O O,"[10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O']"
1565,"Утром сегодня Юрка позвонил и сообщил , что в среду в 8.30 раздался звонок : ему велено было в 9.30 быть у Горбачева .",O O B-PER O O O O O O O O O O O O O O O O O O O B-PER O,"[10, 10, 6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 10]","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
1566,Или это самодеятельность литовских коммунистов и военных ?,O O O O B-CHAR O B-CHAR O,"[10, 10, 10, 10, 8, 10, 8, 10]","['O', 'O', 'O', 'O', 'B-CHAR', 'O', 'B-CHAR', 'O']"
1567,"Альвина выглядит прекрасно , несла в кульке яйца , домой в синем легком индийском платье , похудела , спросила меня , не из Ташкента ли я , я сказал , что собираюсь туда и вот , мол , иду за билетом .",B-PER O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1568,"Примерный Андрюша эпатировал нас в редакции пионерской газеты эротической прозой собственного изготовления , от которой остался в памяти герой с красным галстуком ;",O B-PER O O O O O O O O O O O O O O O O O O O O O,"[10, 6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1569,"Радио наше на заграницу или какое-то соц . дем . говорило , что непонятно , отчего твое имя привлекает зап . ученых , ты [ неразб ] ученый [ неразб ] , и что они волнуются от твоего желания выйти из Академии * — * непонятно .",O O O O O O O O O O O O O O O O O O O O O B-CHAR O O O O O B-CHAR O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CHAR', 'O', 'O', 'O', 'O', 'O', 'B-CHAR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1570,Ведь мне трудно дышать ... »,O O O O O O,"[10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O']"
1571,Две машины в центре кишлака стоят носами в разные стороны и пушками в сухое русло реки .,O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1574,"Зачем мне Володя Бунин , мне так хорошо с Митей — живым , чистым , добрым .",O O B-PER I-PER O O O O O B-PER O O O O O O O,"[10, 10, 6, 7, 10, 10, 10, 10, 10, 6, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1576,$ $ Старшина роты прапорщик Осанов Валерий ( или Валентин ) Витальевич ( ниже приводится его рассказ ) . $ $ Района Мусакала .,O O O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 1, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']"
1578,Решили направить в Будапешт Крючкова .,O O O B-LOC B-PER O,"[10, 10, 10, 0, 6, 10]","['O', 'O', 'O', 'B-LOC', 'B-PER', 'O']"
1580,Рококоистые статуи кокетливых ангелов и епископов .,O O O O O B-CHAR O,"[10, 10, 10, 10, 10, 8, 10]","['O', 'O', 'O', 'O', 'O', 'B-CHAR', 'O']"
1581,Постановлением Пленума Верховного суда СССР от 29 января 1990 года .,O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1582,"Правда , я и сам хорош , но не до такой же степени …",O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1583,Такой программы не было .,O O O O O,"[10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O']"
1584,"Только дело в том , что мимезис бывает разный : имеется бесконечное разнообразие возможностей имитировать что-либо — отсюда и бесконечное разнообразие людских особей , хотя все они равно имитации .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1585,Едва заметный .,O O O,"[10, 10, 10]","['O', 'O', 'O']"
1587,"# # # Додекафония Математически организованная какофония , сплошное тотальное неблагозвучие , долженствующее изобразить извечный хаос мира , в котором избранным людям надлежит навести порядок .",O O O O O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1590,"До этого у правительства ни на словах , ни на деле до судов и трибуналов не доходило .",O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1591,"Шлагбаум , но рядом стоит танк .",O O O O O O O,"[10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
1593,"Мы думали , что шведы , пока он здесь , не будут печатать эту информацию , но это не в правилах западной прессы .",O O O O B-CHAR O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'B-CHAR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1594,"Он же ни разу не сказал , что позволит кому-нибудь выйти из Союза .",O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1595,25 % алкоголиков — женщины .,O O B-CHAR O B-CHAR O,"[10, 10, 8, 10, 8, 10]","['O', 'O', 'B-CHAR', 'O', 'B-CHAR', 'O']"
1598,Отец объясняет : « А это служащие идут с работы .,B-CHAR O O O O O B-CHAR O O O O,"[8, 10, 10, 10, 10, 10, 8, 10, 10, 10, 10]","['B-CHAR', 'O', 'O', 'O', 'O', 'O', 'B-CHAR', 'O', 'O', 'O', 'O']"
1599,У меня нет сил бороться с этим .,O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1600,Мокрые ребята .,O B-CHAR O,"[10, 8, 10]","['O', 'B-CHAR', 'O']"
1602,Как лучше использовать подразделение ?,O O O O O,"[10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O']"
1605,"Не говорю уже о том , чтобы создавать что-то новое – даже просто общаться с людьми .",O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1607,"Вижу , что силы на исходе .",O O O O O O O,"[10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
1608,"Из припрятанных на черный день продуктов муки и крупы хватило бы на пропитание всей России в течение 3,5 месяцев , сахара — в течение 58 дней .",O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1609,"Витя верит , что без амнистии хозяйственников настоящая перестройка не пойдёт , а будут лишь « петровские реформы » Кстати , в программе Яблока « 500 дней » , подаренной Алей , я не нашла фразы об амнистии хозяйственников ( может она была только в первоначальном варианте , который читал Витя ) .",B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O B-PER O O,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 10, 10]","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O']"
1613,Зачем Париж и Рио де Жанейро ?,O B-LOC O B-LOC I-LOC I-LOC O,"[10, 0, 10, 0, 1, 1, 10]","['O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']"
1614,У нас в группе генеральных инспекторов он с декабря 1985 года — старший .,O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1615,В ответ Ривера следующей ночью в сопровождении Сикейроса и нескольких других художников отправились в отель и надпись восстановили .,O O B-PER O O O O B-PER O O O B-CHAR O O O O O O O,"[10, 10, 6, 10, 10, 10, 10, 6, 10, 10, 10, 8, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-CHAR', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1616,Да будет радостным следующий ее приход в наш бренный мир .,O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1617,"Нахальные , агрессивные , некоторые даже отталкивали других , иные подбегали к крошкам , растопыря крылья , чтобы занять побольше места .",O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1618,Сколько надо перелопатить в сознании этих людей ?,O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1619,Он почему-то мне подмигивал .,O O O O O,"[10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O']"
1620,Похороны Натана Эйдельмана ...,O B-PER I-PER O,"[10, 6, 7, 10]","['O', 'B-PER', 'I-PER', 'O']"
1621,"Нет : рожать-то вы сами и будете , никто кроме вас .",O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1622,На операцию был вызван лучший косметолог .,O O O O O B-CHAR O,"[10, 10, 10, 10, 10, 8, 10]","['O', 'O', 'O', 'O', 'O', 'B-CHAR', 'O']"
1623,Воздух и свобода вернут вас в нормальное человеческое состояние .,O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1624,Но у Магаршака в Сан-Диего куча родни …,O O O O B-LOC O O O,"[10, 10, 10, 10, 0, 10, 10, 10]","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']"
1625,Приезжаю к семи вечера .,O O O O O,"[10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O']"
1626,"Выступили претенденты : Купцов , Мельников , Шенин , Полозков , Лысенко , Лобов .",O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1628,Все выступления в обычном русле .,O O O O O O,"[10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O']"
1630,А вы сами как думаете ?,O O O O O O,"[10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O']"
1631,Жена сделала удачную вторую операцию на глазу ...,B-CHAR O O O O O O O,"[8, 10, 10, 10, 10, 10, 10, 10]","['B-CHAR', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1632,"Здесь в комнате картины самого художника , тихие , уравновешенные , покой в них — стоит вода в Неве , начало весны , таяние , ни ветерка .",O O O O O B-CHAR O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'B-CHAR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
